# number	RA[deg]	dec[deg]	Vmagnitude
6919	277.762500	-40.086389	6.04
6920	277.445000	-13.418333	5.96
6921	277.549583	-17.271111	5.66
6922	277.939167	-44.085000	4.96
6923	277.420833	-0.014722	5.39
6924	277.770000	-31.010833	5.34
6925	277.984167	-42.492222	5.72
6926	278.008333	-44.242778	5.07
6927	278.372917	-57.290833	6.44
6928	277.559583	-4.275833	6.28
6929	277.521250	4.065278	6.69
6930	278.089167	-38.296111	5.16
6931	277.398750	23.866111	5.90
6932	277.859583	-17.597222	5.14
6933	276.496250	65.563611	4.82
6934	277.857083	-9.204167	5.72
6935	277.972083	-18.875000	6.68
6936	278.253750	-38.107778	6.22
6937	276.926250	59.549167	6.43
6938	277.673333	20.815278	6.50
6939	278.375833	-41.687500	4.64
6940	278.347083	-37.279722	6.32
6941	278.346250	-37.273889	5.65
6942	278.630000	-51.108056	6.22
6943	277.768333	16.928611	5.77
6944	278.086667	-13.355833	6.37
6945	277.987500	-0.996944	5.94
6946	278.029167	3.659722	6.43
6947	278.180417	-13.134444	5.50
6948	278.490833	-32.983333	5.28
6949	278.472917	-23.967500	5.49
6950	278.412500	-13.146389	5.76
6951	278.345417	-4.088611	6.36
6952	282.991250	-82.683611	7.16
6953	278.636667	-23.777500	6.51
6954	278.192500	23.616944	5.84
6955	278.347083	8.268333	6.42
6956	278.207917	30.554167	5.48
6957	278.838750	-19.159167	6.48
6958	278.760000	-9.022778	5.14
6959	278.346250	30.892500	6.59
6960	278.998750	-28.300833	6.37
6961	278.801667	-7.755833	3.85
6962	278.047500	52.115556	6.56
6963	278.581667	20.466389	6.57
6964	278.697917	10.891667	6.40
6965	278.802500	18.203333	5.78
6966	278.143750	57.045556	4.77
6967	277.811667	65.436111	6.59
6968	278.876667	23.605556	5.61
6969	278.971667	16.975556	6.21
6970	280.758750	-70.571944	4.01
6971	278.486250	52.353611	5.36
6972	278.806250	34.457778	6.10
6973	279.115833	9.122500	5.39
6974	279.809583	-46.090278	5.86
6975	279.162917	6.671944	5.45
6976	279.476667	-20.602222	5.94
6977	279.519167	-13.995278	6.47
6978	279.627917	-22.495000	5.81
6979	279.895833	-42.813889	5.37
6980	279.302500	11.421667	6.42
6981	279.400000	0.309444	5.75
6982	281.955833	-76.132778	6.39
6983	279.287500	16.198333	6.29
6984	280.593750	-63.356944	6.37
6985	279.155000	33.468889	5.42
6986	279.722500	-20.948056	5.86
6987	279.598750	-2.806389	6.49
6988	279.579583	-0.886667	6.66
6989	279.234583	38.783611	0.03
6990	279.587500	8.833889	6.40
6991	279.190000	43.221944	6.20
6992	280.905000	-63.448889	5.78
6993	280.377500	-47.905000	6.49
6994	277.437083	77.546944	5.64
6995	280.002083	-6.209444	5.84
6996	279.903750	5.264167	6.38
6997	279.527083	39.668056	6.04
6998	279.965000	7.358333	6.28
6999	280.465000	-22.166667	6.23
7000	281.362083	-63.128611	4.79
7001	279.055417	65.488611	6.06
7002	280.427083	-13.435833	6.42
7003	281.297917	-60.905000	6.04
7004	280.008333	30.849444	6.36
7005	279.887917	40.935000	6.25
7006	279.389583	62.526667	5.74
7007	280.050833	38.367222	6.45
7008	280.568333	-8.947500	4.72
7009	280.945417	-37.676389	5.13
7010	281.348750	-55.118333	6.22
7011	280.730000	-18.716111	6.35
7012	280.650417	-6.926667	6.15
7013	276.038333	83.175278	6.17
7014	281.032083	-35.281389	6.32
7015	282.431250	-71.005278	6.06
7016	279.970000	52.196111	6.00
7017	281.080833	-34.358056	4.87
7018	280.422083	31.617778	6.41
7019	281.238333	-38.313611	5.43
7020	280.880417	-7.724722	4.90
7021	280.533750	34.746667	6.47
7022	280.964167	-5.181389	6.31
7023	281.206667	-24.988889	5.83
7024	282.157500	-64.922222	5.73
7025	281.746250	-49.905556	6.54
7026	281.327917	-20.998611	6.36
7027	281.414167	-25.009167	3.17
7028	281.207917	2.060000	5.02
7029	280.819583	39.300278	6.45
7030	280.234583	62.749722	6.09
7031	280.900417	36.556667	6.01
7032	280.965000	31.926667	5.70
7033	281.505000	-18.393611	6.42
7034	281.585833	-21.607778	5.37
7035	281.167500	23.589722	6.31
7036	281.368333	5.499722	5.83
7037	280.657917	55.539444	5.04
7038	281.935833	-39.593889	5.24
7039	281.085000	39.670000	5.06
7040	281.084583	39.671111	6.02
7041	281.095417	39.613056	5.14
7042	281.095417	39.612778	5.37
7043	281.680417	-9.875000	5.71
7044	281.193333	37.605000	4.36
7045	281.200833	37.594444	5.73
7046	281.398750	21.985000	6.51
7047	281.618750	0.961667	5.90
7048	280.870833	53.871944	6.11
7049	281.415417	20.546389	4.19
7050	282.210417	-42.320000	5.49
7051	281.793750	-3.252222	4.22
7052	281.518750	26.662222	4.83
7053	282.364167	-44.189722	5.81
7054	281.870833	-4.295000	5.20
7055	281.672500	18.705833	6.17
7056	282.395833	-42.566111	5.61
7057	281.755417	18.181389	4.36
7058	282.321667	-33.251389	6.62
7059	281.230833	54.896667	6.23
7060	282.188750	-17.398611	6.47
7061	281.554167	41.441667	6.07
7062	283.054167	-61.812500	4.22
7063	281.075833	61.048056	5.99
7064	282.011250	4.241389	6.21
7065	282.397917	-18.857778	6.75
7066	282.417083	-19.675278	5.24
7067	282.068333	23.514167	6.15
7068	281.745833	46.315000	6.52
7069	281.989583	31.756944	6.06
7070	280.792500	70.792778	6.44
7071	282.420833	-4.087222	5.99
7072	281.679583	52.988056	5.88
7073	282.404583	0.835833	6.25
7074	282.222500	19.328611	5.88
7075	283.165000	-51.892500	5.17
7076	282.710417	-21.837778	6.61
7077	282.583333	-6.092500	6.80
7078	281.916667	49.075000	6.40
7079	282.310000	25.046389	6.59
7080	283.112917	-45.404722	5.54
7081	283.300417	-50.068889	6.31
7082	282.743750	-8.225833	5.83
7083	283.260417	-47.640000	6.19
7084	282.067083	48.767500	6.12
7085	283.248333	-45.414167	6.19
7086	282.433333	31.629167	6.64
7087	282.690000	10.976389	6.55
7088	282.441250	32.812778	5.91
7089	282.842083	-2.682222	6.10
7090	282.470417	32.550833	5.25
7091	283.118750	-25.349722	6.29
7092	283.154167	-28.620556	6.13
7093	283.173750	-29.265833	6.63
7094	282.520000	33.362778	3.45
7095	284.237500	-66.766389	4.44
7096	283.634583	-48.121389	6.60
7097	283.007917	13.965556	6.14
7098	283.257917	-8.423889	6.34
7099	284.227917	-61.198889	6.48
7100	282.899583	28.783611	6.18
7101	283.068333	21.425278	5.48
7102	283.500417	-20.640278	5.69
7103	282.902083	36.538611	6.09
7104	283.542500	-21.255000	4.83
7105	281.444583	74.085556	5.27
7106	283.029583	41.383333	6.28
7107	283.679583	-14.396944	5.10
7108	283.779583	-21.328611	4.99
7109	283.816250	-25.703333	2.02
7110	284.070417	-41.289444	5.36
7111	282.895833	52.975000	5.51
7112	281.592500	75.433889	5.35
7113	282.800417	59.388333	4.66
7114	283.879167	-15.623333	5.79
7115	284.651667	-59.799444	5.14
7116	284.002500	-22.826389	5.93
7117	284.168750	-36.656667	5.38
7118	285.014583	-65.346667	6.01
7119	283.431667	36.971667	5.58
7120	283.555000	27.909444	5.62
7121	283.687083	22.645000	4.59
7122	284.615417	-51.061389	4.87
7123	283.864583	6.615278	5.57
7124	284.394583	-38.176667	6.31
7125	283.306667	50.708333	4.92
7126	283.559583	41.225556	7.30
7127	283.625833	36.898889	4.30
7128	283.718750	33.968611	6.02
7129	284.055000	4.203611	4.62
7130	284.060833	4.201944	4.98
7131	284.094583	-0.200000	6.22
7132	284.106667	2.471111	6.15
7133	284.335417	-19.343611	5.08
7134	283.717500	41.602778	5.44
7135	284.016250	17.995000	6.63
7136	284.025833	18.105278	5.69
7137	284.265417	-4.153889	4.83
7138	284.432500	-20.893333	3.51
7139	284.588750	-30.963889	6.12
7140	284.680833	-36.892500	4.87
7141	283.442917	57.486944	6.22
7142	283.696250	48.859722	5.77
7143	284.585417	-23.123333	6.62
7144	284.796250	-38.465278	6.49
7145	283.833750	43.946111	4.04
7146	284.319167	2.535278	5.57
7147	284.602500	-21.470556	6.14
7148	281.408750	79.942500	6.39
7149	285.873750	-67.244722	5.88
7150	284.256667	32.901389	5.22
7151	284.599167	6.240278	6.21
7152	284.861667	-17.433056	6.37
7153	284.561250	17.360833	5.38
7154	284.849167	-11.159444	5.53
7155	284.695417	13.906667	5.89
7156	285.103333	-23.057778	6.36
7157	285.263333	-36.939167	6.69
7158	285.267917	-36.938056	6.40
7159	284.687917	19.794167	6.50
7160	284.773750	13.622500	5.23
7161	284.822917	10.140833	6.75
7162	284.507917	38.266111	5.89
7163	284.187500	57.815000	5.66
7164	284.905833	15.068333	4.02
7165	285.536250	-40.090000	6.23
7166	284.735833	32.689444	3.24
7167	284.694167	40.679167	6.22
7168	283.599583	71.297222	4.82
7169	284.939583	26.230556	5.27
7170	285.407500	-21.304444	6.24
7171	284.992083	22.814722	6.29
7172	284.368333	58.225278	6.46
7173	284.801250	39.217778	6.41
7174	285.389583	-14.717500	6.32
7175	284.106667	65.258056	5.63
7176	285.778750	-41.904722	4.75
7177	285.989167	-50.981389	5.93
7178	284.322500	62.396667	6.45
7179	285.003750	32.145556	4.93
7180	285.420000	-4.261111	4.02
7181	285.652917	-28.119722	2.60
7182	285.615417	-23.153056	5.65
7183	284.748333	50.809444	6.30
7184	285.823750	-37.746667	5.74
7185	285.272917	19.309722	6.39
7186	283.388333	75.787500	6.22
7187	285.344167	20.833611	6.69
7188	285.079167	40.684167	6.65
7189	285.322500	26.291389	5.69
7190	285.765833	-18.754722	6.05
7191	285.230000	33.802222	6.01
7192	285.779167	-18.896667	6.37
7193	285.395417	25.025833	6.72
7194	285.456250	22.263889	6.40
7195	285.590000	8.374167	6.30
7196	285.727083	-2.301111	5.42
7197	285.057083	50.533611	5.38
7198	286.104583	-30.953056	5.50
7199	285.451250	33.621389	6.39
7200	286.582917	-51.659167	5.16
7201	285.884167	1.818889	5.83
7202	285.360000	46.934722	5.01
7203	285.719167	19.661111	6.09
7204	286.170833	-20.258333	3.77
7205	285.180833	55.658333	5.48
7206	286.044583	3.330556	6.73
7207	286.100833	-4.315000	6.90
7208	287.469583	-67.575278	5.33
7209	285.927083	21.267778	6.52
7210	286.731667	-47.700833	5.97
7211	284.719167	69.531111	6.52
7212	286.240000	-3.968611	5.42
7213	286.604583	-36.936667	4.93
7214	286.604583	-36.936667	4.99
7215	317.192500	-87.043611	5.47
7216	285.529167	52.261111	6.31
7217	286.421667	-14.339722	5.97
7218	286.327500	-0.487222	6.53
7219	286.718750	-36.189722	6.16
7220	287.217083	-54.279722	6.49
7221	286.735000	-26.329444	3.32
7222	286.352500	13.863333	2.99
7223	286.562083	-3.117500	3.44
7224	286.241250	31.744444	5.56
7225	286.242917	30.733333	6.06
7226	286.717917	-15.771111	6.03
7227	286.878750	-27.363056	6.04
7228	286.785417	-17.262222	6.29
7229	287.087083	-39.503333	4.59
7230	286.592500	8.230000	6.09
7231	286.446250	29.921667	6.31
7232	286.787917	0.641667	6.56
7233	287.060833	-23.343056	6.30
7234	284.488333	77.050833	6.54
7235	286.744167	11.071389	5.09
7236	287.069583	-18.710000	5.54
7237	286.660000	24.250833	5.77
7238	286.230000	53.396667	5.38
7239	286.291250	49.923333	6.43
7240	286.657083	28.628611	5.55
7241	287.367917	-36.095556	4.11
7242	287.415417	-38.171944	6.46
7243	287.401667	-35.835278	6.56
7244	287.490833	-40.107500	5.88
7245	286.570833	41.413889	6.49
7246	287.507083	-38.659167	4.11
7247	286.988750	16.853333	6.07
7248	286.856667	32.501667	5.23
7249	286.825417	36.100278	5.28
7250	287.015000	21.698889	6.23
7251	287.440833	-20.976389	2.89
7252	287.450417	-18.196389	6.13
7253	287.249583	6.073333	5.22
7254	287.167500	16.851389	6.48
7255	287.757500	-38.995000	6.36
7256	287.465000	0.428056	6.34
7257	287.828750	-28.497778	6.30
7258	288.192083	-49.513611	6.13
7259	287.268333	34.600556	6.74
7260	288.040833	-36.417222	6.57
7261	289.118750	-68.809444	6.27
7262	287.107500	52.425556	5.81
7263	288.116667	-20.341944	6.41
7264	288.307083	-24.093333	5.80
7265	289.300000	-65.338611	5.53
7266	288.169583	-6.060556	5.34
7267	287.878750	26.735833	6.36
7268	288.665417	-44.806667	5.92
7269	288.314583	-11.717500	5.51
7270	287.941667	31.283333	5.98
7271	287.846250	40.429167	6.18
7272	288.143333	16.846389	6.73
7273	288.152917	21.554444	5.93
7274	288.427917	2.293611	5.15
7275	288.433750	5.515833	6.49
7276	289.090417	-44.533611	5.40
7277	287.440833	65.978611	6.25
7278	288.888333	-23.820833	6.25
7279	288.885000	-24.743333	4.85
7280	288.019167	49.854167	6.75
7281	288.020833	49.856111	6.57
7282	287.918750	56.859167	5.12
7283	289.136667	-32.478333	6.25
7284	289.539167	-52.613333	6.38
7285	288.439583	39.146111	4.39
7286	288.760833	20.203333	6.00
7287	288.833750	15.083611	5.57
7288	288.822500	21.232222	5.64
7289	288.853333	30.526389	5.85
7290	289.129167	4.834722	5.59
7291	289.408750	-17.046944	4.96
7292	288.987500	27.455556	6.54
7293	289.054167	21.390278	4.77
7294	289.111667	14.544722	5.63
7295	288.997500	27.926944	6.16
7296	288.480000	57.705000	4.99
7297	288.138750	67.661667	3.07
7298	288.830417	50.070833	6.27
7299	287.290833	76.560556	5.13
7300	289.450833	2.031667	6.19
7301	289.092083	38.133611	4.36
7302	289.454167	11.595278	5.28
7303	289.916667	-34.578611	5.59
7304	289.750417	-14.463611	6.06
7305	289.431667	23.025556	5.43
7306	289.635417	1.085278	5.10
7307	291.022500	-67.628889	6.34
7308	289.712083	0.339167	6.41
7309	289.214167	46.999167	6.00
7310	290.109167	-30.182222	6.58
7311	289.503333	31.022222	6.68
7312	289.719583	9.618056	6.32
7313	289.702083	19.610556	6.58
7314	290.158750	-21.597500	5.58
7315	289.275833	53.368611	3.77
7316	290.712917	-53.576389	5.05
7317	290.374583	-33.016111	6.48
7318	289.913750	12.374722	5.53
7319	289.970833	11.535000	6.02
7320	290.137083	-4.584167	5.01
7321	290.540000	-41.983889	6.34
7322	289.765833	33.388889	6.60
7323	290.148750	0.892222	5.49
7324	290.659583	-43.541111	4.01
7325	289.755000	37.445278	6.22
7326	290.404583	-18.765833	6.26
7327	290.418333	-16.152778	3.93
7328	289.657083	49.569722	6.31
7329	290.431667	-14.045000	4.61
7330	290.805000	-43.200278	4.29
7331	290.462083	-17.691667	5.87
7332	289.912083	37.330556	6.31
7333	290.137917	35.186111	6.31
7334	290.586250	-7.798889	6.31
7335	290.971667	-39.383889	3.97
7336	290.589583	0.252500	5.83
7337	291.089167	-42.276944	6.17
7338	289.902083	54.376111	6.26
7339	288.887500	73.355556	4.45
7340	290.769167	-6.599722	6.32
7341	290.701667	9.913056	6.35
7342	291.125417	-26.134444	6.04
7343	290.067083	57.645278	5.91
7344	290.784167	14.921111	6.64
7345	290.712083	26.262500	5.18
7346	290.639167	33.518056	6.06
7347	291.267083	-28.690833	5.93
7348	289.942083	64.390833	6.52
7349	291.318750	-23.491389	5.03
7350	291.373750	-22.037778	5.43
7351	290.945417	20.264444	6.40
7352	290.355833	57.766944	6.43
7353	291.256667	-3.115833	6.52
7354	291.340000	-12.103056	5.69
7355	290.891667	33.222222	6.37
7356	291.092083	16.937778	6.25
7357	291.950417	-53.674722	5.69
7358	290.167083	65.714722	4.59
7359	291.031667	29.621389	4.97
7360	291.242500	11.944444	5.16
7361	291.093333	28.087778	6.53
7362	291.580000	-20.223333	5.59
7363	291.025417	36.451944	6.36
7364	291.374583	3.114722	3.36
7365	291.546250	-14.946944	5.72
7366	291.602500	-13.448889	6.70
7367	291.735417	-28.256667	5.67
7368	290.849167	50.271389	6.51
7369	290.985417	43.388056	5.84
7370	292.795417	-67.566111	5.96
7371	291.343333	20.271389	6.31
7372	291.369167	19.798611	5.16
7373	291.357500	24.912778	6.19
7374	291.629583	0.338611	4.66
7375	292.469167	-54.558611	6.13
7376	291.600417	13.023889	5.74
7377	291.555000	20.097778	5.63
7378	291.619583	19.891389	5.81
7379	292.349583	-42.554167	5.71
7380	292.643750	-54.890000	6.30
7381	259.236667	89.037778	6.38
7382	291.537917	36.317778	5.15
7383	291.891250	14.282500	6.32
7384	292.086667	2.930278	5.85
7385	292.467500	-25.014444	5.52
7386	292.561250	-31.907778	6.60
7387	292.254167	1.950278	5.80
7388	291.444583	58.027222	6.60
7389	292.339583	-6.956111	6.61
7390	291.902083	37.941111	6.34
7391	292.325000	0.246111	6.25
7392	292.176250	24.665000	4.44
7393	292.237500	24.768611	5.81
7394	292.342083	14.595833	5.56
7395	291.857917	52.320556	5.75
7396	292.337083	20.279722	6.33
7397	292.725000	-20.687778	6.13
7398	293.224167	-52.814167	5.75
7399	292.543750	2.904167	6.09
7400	291.610417	62.557222	6.38
7401	292.665833	-1.211111	5.03
7402	292.637917	3.444444	6.05
7403	293.340000	-44.728056	5.61
7404	292.680417	27.959722	3.08
7405	292.688750	27.965278	5.11
7406	292.695417	36.228611	6.25
7407	292.426250	51.729722	3.79
7408	292.840833	26.617222	5.87
7409	293.535417	-39.965278	5.89
7410	290.417500	79.602778	6.05
7411	293.804167	-47.900833	4.90
7412	288.782500	83.462778	6.53
7413	292.942917	34.453056	4.74
7414	292.830417	50.306667	5.53
7415	292.806667	55.731944	6.37
7416	293.522500	7.378889	4.45
7417	293.780417	-9.439722	5.12
7418	294.007083	-23.280833	5.65
7419	293.874167	-6.539722	6.34
7420	293.890000	-11.747222	6.27
7421	294.607917	-56.016667	6.18
7422	294.967083	-65.314444	6.39
7423	293.401667	38.762222	6.61
7424	293.645417	19.773333	5.00
7425	293.855000	2.913333	6.38
7426	294.108750	-17.147222	6.11
7427	294.176667	-23.116389	4.60
7428	293.712083	29.463056	5.38
7429	293.423333	49.262500	5.96
7430	294.263750	-17.768889	5.64
7431	293.671667	42.412778	5.35
7432	294.033333	11.150000	6.68
7433	294.222917	-6.972500	4.95
7434	294.180417	-0.713611	4.36
7435	293.292083	60.158611	6.29
7436	294.065833	14.391667	6.38
7437	292.750833	70.989444	6.07
7438	293.582500	51.236667	5.73
7439	294.034583	22.585833	6.32
7440	293.666250	48.164722	6.67
7441	294.393333	-13.698333	5.47
7442	295.406250	-64.145833	6.09
7443	294.218750	11.273333	5.98
7444	293.951250	36.944444	6.05
7445	294.157083	20.332778	7.14
7446	295.076250	-53.582500	6.26
7447	294.447083	-3.352500	5.46
7448	294.925000	-44.721944	6.25
7449	293.090000	69.661111	4.68
7450	294.322500	16.462778	5.66
7451	294.982083	-38.566667	6.61
7452	293.982917	50.238611	6.52
7453	294.289167	29.333611	6.43
7454	294.235833	38.383889	6.50
7455	294.157917	44.695000	5.17
7456	294.110417	50.221111	4.48
7457	294.955833	-22.572222	6.34
7458	294.704167	3.381667	6.35
7459	294.572917	20.782778	6.48
7460	295.029583	-22.571389	5.97
7461	294.798333	5.397778	5.17
7462	294.855833	16.571389	6.38
7463	295.180833	-15.706667	6.20
7464	294.486250	49.284444	6.47
7465	294.844167	30.153333	4.69
7466	295.024167	18.013889	4.37
7467	295.180417	0.621111	5.67
7468	294.937500	33.979167	6.10
7469	295.117917	20.476667	6.50
7470	294.860417	42.818333	5.40
7471	294.671667	54.973889	5.82
7472	295.165417	23.717500	6.64
7473	295.272917	13.815556	6.01
7474	294.893333	45.958056	6.20
7475	295.262083	17.476111	4.37
7476	295.629583	-15.876111	5.06
7477	295.312083	22.452778	6.36
7478	295.906667	-36.461111	6.16
7479	295.171667	43.077778	6.16
7480	295.553333	12.193333	6.34
7481	299.006250	-80.650278	6.39
7482	295.209167	45.525000	5.06
7483	295.889583	-14.530000	5.49
7484	295.641667	11.826667	5.27
7485	297.355417	-71.496667	5.41
7486	295.489583	40.253889	6.23
7487	295.054167	60.507222	6.51
7488	295.704583	29.331667	6.49
7489	295.685833	32.426667	5.94
7490	295.453750	50.525278	5.96
7491	295.466667	50.517500	6.20
7492	295.789583	30.678611	6.05
7493	295.928750	25.771944	5.49
7494	296.505000	-30.091389	5.52
7495	295.982917	27.135556	6.28
7496	295.517083	55.463333	6.48
7497	297.005000	-55.637500	5.35
7498	296.142083	13.302778	6.26
7499	295.964167	34.162500	6.05
7500	297.472083	-65.187222	6.45
7501	295.937500	41.773056	5.84
7502	296.590417	-18.238889	4.86
7503	296.467500	-1.116667	6.48
7504	296.069167	37.354444	4.89
7505	296.202917	29.264722	6.82
7506	296.416250	7.613333	5.91
7507	296.159167	34.413889	6.57
7508	297.229583	-51.111944	6.25
7509	295.810833	58.016389	6.22
7510	296.204167	40.716667	6.34
7511	297.755417	-64.395000	6.05
7512	296.565000	10.613333	2.72
7513	295.915000	57.042500	6.27
7514	297.590417	-60.938611	6.21
7515	296.243750	45.130833	2.87
7516	296.415000	36.091111	6.43
7517	296.464167	35.012778	6.09
7518	297.686667	-58.806944	5.42
7519	297.012500	-12.296667	6.11
7520	296.664583	25.133889	6.62
7521	296.606667	33.727778	4.99
7522	296.645833	32.888611	6.18
7523	296.847083	18.534167	3.82
7524	297.557500	-46.442778	5.94
7525	297.298333	-27.211111	6.05
7526	296.952500	25.383889	5.95
7527	297.259167	-9.129167	6.04
7528	297.126667	10.694167	6.44
7529	296.865833	38.407500	5.77
7530	297.175417	11.815833	5.72
7531	296.077083	69.336944	5.92
7532	297.244583	19.142222	5.00
7533	296.861667	47.907778	6.12
7534	298.156667	-53.028889	5.74
7535	298.162500	-53.023333	6.50
7536	297.182917	35.311389	6.53
7537	297.210833	33.437222	6.44
7538	297.960833	-38.125556	5.33
7539	297.695000	-9.236389	5.39
7540	297.572917	7.902500	6.51
7541	297.364583	38.710000	6.11
7542	297.477500	28.440556	6.38
7543	297.695833	8.868333	0.77
7544	298.668333	-60.829167	6.24
7545	297.796250	-1.539167	6.13
7546	297.756667	10.415556	5.11
7547	298.050000	-18.955000	5.92
7548	297.823750	9.630278	6.25
7549	296.686250	68.438333	6.34
7550	297.641250	32.914167	4.23
7551	297.767083	22.610000	4.95
7552	297.641667	38.722500	5.12
7553	297.655417	40.599722	5.69
7554	297.695833	37.826389	6.06
7555	298.014583	11.628889	6.13
7556	298.118333	1.005556	3.90
7557	298.276667	-13.396944	6.48
7558	298.065000	10.351389	6.54
7559	298.006667	24.992222	5.57
7560	298.090833	18.671944	6.23
7561	298.327917	-2.885556	5.65
7562	297.657083	52.988056	5.03
7563	297.830833	47.377222	6.20
7564	298.573750	-22.058889	6.18
7565	299.672083	-68.836111	5.75
7566	298.344167	4.400556	6.53
7567	298.815417	-40.131667	4.13
7568	297.043333	70.267778	3.83
7569	298.067917	36.432222	6.10
7570	298.534167	-7.425833	5.79
7571	298.771250	-32.953611	6.46
7572	299.240417	-56.074444	6.53
7573	299.275833	-57.098611	5.26
7574	299.720833	-67.237778	6.39
7575	297.996250	47.027500	5.62
7576	300.147917	-71.089444	3.96
7577	298.030000	47.931944	5.91
7578	298.365417	24.079722	4.58
7579	298.656667	-7.772778	5.71
7580	298.658750	-7.762778	6.49
7581	298.562083	8.461389	4.71
7582	298.686667	0.273611	5.61
7583	298.960000	-25.700556	4.70
7584	298.667917	7.140278	6.15
7585	298.831667	-5.265833	6.51
7586	298.255000	47.807500	6.29
7587	298.629583	24.319444	5.52
7588	298.828333	6.406667	3.71
7589	300.095833	-65.050556	5.76
7590	299.236667	-26.830000	4.52
7591	299.422083	-37.941667	6.55
7592	298.701250	36.996111	5.76
7593	298.777083	30.195278	6.57
7594	298.322500	57.523611	5.14
7595	299.005417	16.634722	5.36
7596	299.059583	11.423889	5.28
7597	298.397500	59.708889	6.06
7598	300.468333	-65.055833	5.31
7599	298.965417	38.486667	4.94
7600	299.487500	-14.508611	5.02
7601	299.076667	35.083333	3.89
7602	299.250833	20.998056	6.48
7603	299.735000	-29.461944	6.28
7604	299.738333	-25.804444	4.83
7605	298.907500	52.438889	4.92
7606	299.184167	36.250833	6.02
7607	300.105417	-48.648889	6.17
7608	299.439167	16.789167	5.53
7609	299.934167	-34.723611	4.37
7610	299.963750	-33.302222	5.30
7611	300.436250	-58.623889	5.13
7612	298.842083	58.250278	6.09
7613	300.110417	-42.956667	6.14
7614	299.307917	40.368056	5.45
7615	300.066250	-36.297778	5.95
7616	300.201250	-44.886944	5.81
7617	300.084583	-32.296111	5.66
7618	299.187917	50.902500	6.43
7619	298.980833	58.846111	4.96
7620	299.079167	56.686944	6.12
7621	299.689167	19.492222	3.47
7622	299.844583	1.377778	6.17
7623	299.947500	-8.041667	5.88
7624	299.484167	42.260833	6.43
7625	300.360000	-39.185833	6.29
7626	299.658333	30.983611	5.49
7627	299.793750	23.101389	5.67
7628	299.643333	38.105556	6.32
7629	300.349583	-21.262778	6.01
7630	301.386667	-66.679167	6.07
7631	300.013750	17.516667	5.37
7632	299.835417	45.772222	5.92
7633	299.980000	37.042778	5.19
7634	300.245417	8.558056	5.91
7635	300.494167	-12.363056	5.71
7636	300.664583	-26.290278	4.58
7637	299.814167	52.055833	6.15
7638	300.889583	-36.059167	4.77
7639	300.275417	27.753611	4.64
7640	299.619583	63.534167	5.96
7641	300.313750	37.098889	6.20
7642	300.436250	24.800278	5.88
7643	300.505833	24.938056	5.22
7644	300.934583	-21.404444	6.45
7645	301.081667	-31.943611	4.99
7646	300.340000	50.104722	5.05
7647	301.005000	-6.530278	6.72
7648	300.818333	18.500556	5.96
7649	302.085417	-65.645278	6.45
7650	300.875000	16.031389	5.67
7651	302.181667	-65.818056	3.56
7652	299.674583	70.366944	6.33
7653	301.096667	0.709444	5.68
7654	301.383750	-33.000000	6.53
7655	301.034583	7.278056	5.52
7656	300.905833	29.896667	5.71
7657	301.272500	-10.400556	6.34
7658	301.025833	17.070000	5.80
7659	301.846667	-51.119167	4.94
7660	301.896250	-54.983611	6.26
7661	301.360000	-11.334722	6.55
7662	300.368750	64.821111	5.27
7663	301.244167	23.210278	6.45
7664	301.150417	32.218611	5.64
7665	301.289583	19.991111	5.10
7666	301.360417	15.500278	6.34
7667	301.550833	-3.921667	6.47
7668	300.584583	64.634444	6.57
7669	301.290833	38.478333	6.19
7670	301.120000	48.229722	6.16
7671	300.704583	67.873611	4.51
7672	299.902500	76.481389	6.20
7673	301.277917	51.839444	6.14
7674	301.722500	23.614444	5.07
7675	301.590833	35.972500	5.36
7676	302.007500	0.678333	5.99
7677	302.780000	-56.476111	6.37
7678	301.339583	56.341389	6.21
7679	301.959583	9.399722	6.43
7680	302.130417	-9.937222	6.18
7681	301.185833	63.890556	6.26
7682	302.027083	16.664167	6.42
7683	301.557500	53.165833	5.85
7684	306.226667	-82.689444	6.17
7685	301.922500	34.423056	6.11
7686	302.159583	10.725833	6.31
7687	301.386667	61.995556	5.39
7688	301.797917	50.229167	6.54
7689	302.799583	-35.898889	5.32
7690	301.222083	68.027222	6.28
7691	302.485833	20.915278	6.48
7692	303.099583	-41.219444	6.22
7693	303.612083	-62.584167	6.09
7694	302.356667	36.839722	4.93
7695	302.792083	-7.157778	6.49
7696	302.826250	0.821389	3.23
7697	302.639583	26.904167	5.52
7698	302.991250	-11.607500	6.34
7699	302.764583	21.134722	6.22
7700	303.579167	-51.554444	5.65
7701	303.107917	-11.382500	5.85
7702	302.837917	21.875556	6.26
7703	303.146667	0.867500	6.27
7704	302.950000	26.808889	5.49
7705	303.002917	26.478889	5.92
7706	303.307917	-0.990556	5.47
7707	303.015833	47.736944	6.92
7708	303.822500	-26.967222	5.73
7709	303.419167	24.238889	6.56
7710	303.569167	15.197500	4.95
7711	303.960833	-29.994722	6.30
7712	303.132500	51.463611	6.01
7713	302.895417	62.078611	5.75
7714	304.098750	-35.545556	6.39
7715	304.110417	-34.802222	6.53
7716	303.325000	46.815833	4.83
7717	303.560417	28.694722	5.18
7718	304.762500	-62.768889	6.27
7719	303.428333	43.379167	6.14
7720	303.520833	36.605278	6.45
