# BSCnumber	RA[deg]	dec[deg]	Vmagnitude	dist[pc]
1988	234.706250	-51.627222	5.44	66.667
1989	233.812500	39.010000	5.11	333.333
1990	234.123333	10.010000	5.26	33.333
1991	234.985417	-58.091667	5.95	34.483
1992	234.666667	-7.205556	6.50	90.909
1993	234.667083	-7.208889	6.48	90.909
1994	234.941667	-33.588056	4.67	31.250
1995	234.456667	40.353333	5.24	47.619
1996	235.070417	-22.181944	4.96	20.408
1997	235.297083	-43.338889	4.64	16.667
1998	232.853750	77.349444	4.96	47.619
1999	232.295833	80.448611	6.58	25.641
2000	234.567500	46.797778	5.75	111.111
2001	234.842500	36.636667	6.00	66.667
2002	234.844583	36.635833	5.07	66.667
2003	235.659583	-36.575000	5.24	125.000
2004	235.486667	-18.321111	4.74	25.000
2005	235.387917	19.670278	4.52	90.909
2006	235.447500	12.847500	5.33	31.250
2007	235.477917	18.463889	5.81	47.619
2008	235.685833	26.295556	3.84	30.303
2009	235.794167	13.667778	6.48	500.000
2010	236.007500	2.515000	5.88	21.739
2011	236.067083	6.425556	2.65	18.868
2012	235.711250	52.360833	5.51	100.000
2013	236.870833	-36.083611	6.01	13.333
2014	236.547083	15.421944	3.67	24.390
2015	236.610833	7.353056	4.43	10.638
2016	237.185000	18.141667	4.09	47.619
2017	237.143333	28.156667	5.85	100.000
2018	237.405000	-2.569722	3.53	142.857
2019	236.666667	62.599444	5.19	55.556
2020	236.908333	55.376667	5.86	76.923
2021	237.572917	2.196389	5.23	37.037
2022	237.398750	26.068333	4.63	71.429
2023	238.873333	-67.396944	5.09	142.857
2024	237.704167	4.477778	3.71	24.390
2025	237.815000	-2.909444	5.11	100.000
2026	238.785417	-62.569444	2.85	12.048
2027	237.816250	20.977778	4.76	66.667
2028	238.884583	-59.822222	5.77	35.714
2029	237.807917	35.657500	4.82	29.412
2030	236.014583	77.794444	4.32	62.500
2031	238.402917	-24.672778	4.59	166.667
2032	238.456250	-15.270556	4.15	27.778
2033	238.300417	13.196667	6.10	24.390
2034	238.168750	42.451667	4.62	17.857
2035	238.644167	20.310833	5.44	43.478
2036	239.222917	-32.033611	5.12	40.000
2037	239.225833	-32.035833	5.62	40.000
2038	238.657917	43.138611	5.37	29.412
2039	239.113333	15.661667	3.85	14.493
2040	238.948333	37.946944	5.45	22.727
2041	239.876250	-40.255556	4.99	52.632
2042	239.712917	-25.885833	2.89	100.000
2043	239.397083	26.877778	4.15	41.667
2044	240.030417	-37.603056	3.41	125.000
2045	240.081667	-15.466667	5.47	28.571
2046	239.447500	54.749722	4.95	45.455
2047	240.882917	-56.224722	4.63	43.478
2048	240.803750	-48.770278	4.65	45.455
2049	240.309583	17.818333	5.12	142.857
2050	240.261250	33.303611	5.41	25.000
2051	240.835833	-24.134722	5.00	31.250
2052	240.360833	29.851111	4.99	100.000
2053	240.573750	22.804444	4.83	83.333
2054	241.092083	-10.626944	5.07	20.833
2055	241.092083	-10.626944	4.77	20.833
2056	241.622500	-44.826667	4.72	28.571
2057	241.359167	-18.194444	2.62	111.111
2058	240.472083	58.565278	4.01	19.608
2059	241.435417	-5.708333	6.53	83.333
2060	241.851250	-19.131389	4.32	47.619
2061	242.018750	17.046944	5.00	500.000
2062	242.020417	17.054444	6.25	500.000
2063	242.296667	6.378889	5.97	33.333
2064	242.460417	-2.533056	5.37	125.000
2065	242.758333	-28.583611	5.13	40.000
2066	242.242917	36.490833	4.76	32.258
2067	245.086667	-77.304167	4.68	50.000
2068	245.111667	-77.332778	5.27	50.000
2069	242.192500	44.935000	4.26	50.000
2070	243.369583	-53.369444	4.94	45.455
2071	241.582083	67.810278	5.44	100.000
2072	242.994167	-18.550278	6.30	33.333
2073	242.998750	-18.539444	4.01	33.333
2074	243.066250	-27.582500	5.67	47.619
2075	243.859583	-62.314444	3.85	34.483
2076	243.000000	-9.935833	4.94	50.000
2077	243.030417	-7.452500	5.43	111.111
2078	242.915417	33.342500	6.29	111.111
2079	243.314167	5.021111	5.48	71.429
2080	243.462083	-10.162500	5.22	34.483
2081	243.188750	26.670833	6.50	83.333
2082	244.179583	-52.188889	5.44	50.000
2083	243.586250	-2.305556	2.74	29.412
2084	244.253750	-49.931667	4.99	1000.000
2085	243.905417	-7.630556	5.50	16.129
2086	243.670000	33.858611	5.64	22.222
2087	243.670000	33.858333	6.66	22.222
2088	243.869583	18.808333	5.69	100.000
2089	244.574583	-27.386111	4.78	32.258
2090	244.960000	-49.844444	4.02	22.727
2091	244.580417	-3.307500	3.24	23.256
2092	244.886250	-29.093333	5.49	33.333
2093	245.159167	-23.830556	4.55	200.000
2094	244.979583	39.708611	5.46	23.256
2095	244.935000	46.313333	3.89	33.333
2096	245.518333	1.029167	4.82	23.256
2097	246.005417	-38.806944	5.40	18.519
2098	245.480000	19.153056	3.75	41.667
2099	245.986250	-32.800556	6.47	111.111
2100	247.117083	-69.915556	4.91	10.638
2101	244.539167	68.554444	6.41	250.000
2102	248.362500	-77.102778	3.89	17.857
2103	245.524167	30.891944	4.85	62.500
2104	246.025833	-19.962500	4.50	500.000
2105	246.165000	-28.296667	6.63	27.778
2106	246.165417	-28.295278	5.84	27.778
2107	245.589167	33.799167	5.20	333.333
2108	245.621667	33.703611	5.39	47.619
2109	246.988750	-63.941944	5.27	34.483
2110	246.396667	-22.552778	5.02	76.923
2111	246.396250	-22.553889	5.92	76.923
2112	244.376250	75.755278	4.95	23.256
2113	246.354167	14.033333	4.57	24.390
2114	246.448750	18.892500	6.70	100.000
2115	247.705833	-60.366389	5.20	166.667
2116	245.452917	69.109444	5.25	111.111
2117	246.931250	-6.401944	5.23	125.000
2118	246.950417	-7.628333	4.63	35.714
2119	245.945833	61.696667	5.67	333.333
2120	245.997917	61.514167	2.74	19.608
2121	247.351667	-25.568056	0.96	41.667
2122	247.141667	0.665000	5.39	166.667
2123	247.160417	41.881667	5.04	55.556
2124	247.784583	-15.387222	4.28	71.429
2125	247.555000	21.489722	2.77	41.667
2126	247.728333	1.983889	3.82	100.000
2127	248.936667	-64.504722	5.52	71.429
2128	248.034167	-20.533611	4.45	35.714
2129	248.151250	11.488056	4.84	83.333
2130	246.995833	68.768056	5.00	71.429
2131	247.947083	45.598333	5.65	45.455
2132	250.769167	-76.482500	4.24	29.412
2133	248.970833	-27.783889	2.82	50.000
2134	249.093750	-34.744444	4.16	45.455
2135	248.525833	42.436944	4.20	100.000
2136	249.089583	-1.675278	5.75	10.753
2137	246.429583	78.963889	5.56	35.714
2138	249.289583	-9.432778	2.56	333.333
2139	247.867083	72.611944	6.30	90.909
2140	249.047917	52.900278	5.53	100.000
2141	249.057083	52.924444	5.08	100.000
2142	249.058750	52.924167	6.53	100.000
2143	250.334583	-47.236944	5.65	142.857
2144	247.661667	77.446667	6.34	58.824
2145	250.146250	4.207222	6.93	1000.000
2146	250.161250	4.219722	5.77	1000.000
2147	250.393333	-16.257778	4.96	21.277
2148	249.501667	56.015556	5.29	66.667
2149	249.687083	48.928333	4.90	58.824
2150	251.666667	-66.890278	5.13	200.000
2151	250.427083	1.181111	5.74	33.333
2152	250.321667	31.603056	2.81	9.804
2153	251.072083	-26.543889	6.58	83.333
2154	252.166250	-68.972222	1.92	32.258
2155	250.724167	38.922222	3.53	29.412
2156	250.229583	64.589167	4.83	111.111
2157	251.343750	15.745278	5.56	43.478
2158	251.457917	8.582500	5.15	100.000
2159	252.446250	-58.958611	3.76	40.000
2160	251.943333	5.246667	5.24	71.429
2161	252.649583	-49.954444	6.47	125.000
2162	251.324167	56.781944	4.85	21.739
2163	249.470417	78.918333	6.32	21.277
2164	252.540833	-33.706667	2.29	45.455
2165	252.458333	-9.216944	4.65	62.500
2166	252.749167	-36.485556	6.11	166.667
2167	252.394167	13.261389	5.91	76.923
2168	252.580833	7.247778	5.49	40.000
2169	252.309167	45.983333	4.82	100.000
2170	252.853750	1.216111	5.51	47.619
2171	250.775000	77.514167	5.98	33.333
2172	252.938750	24.656389	5.04	100.000
2173	253.645833	-41.638611	3.62	35.714
2174	253.242083	31.701667	5.32	83.333
2175	253.648750	-5.846111	5.25	47.619
2176	253.502083	10.165278	4.38	34.483
2177	254.655000	-54.009722	3.13	22.727
2178	253.730000	20.958611	5.41	90.909
2179	254.200000	-22.850000	5.58	111.111
2180	253.842500	18.433333	5.35	50.000
2181	254.266667	-18.460000	6.27	125.000
2182	254.896250	-52.839444	4.06	200.000
2183	254.718333	-36.378889	6.09	55.556
2184	254.417083	9.375000	3.20	32.258
2185	255.786667	-52.763056	5.29	25.641
2186	254.007083	65.134722	4.89	16.129
2187	255.265000	-3.777500	4.82	66.667
2188	254.105000	65.039167	6.41	34.483
2189	251.492083	82.037222	4.23	100.000
2190	255.072500	30.926389	3.92	35.714
2191	255.496250	8.450556	6.33	100.000
2192	255.401667	33.568333	5.25	43.478
2193	255.577917	25.505556	5.75	71.429
2194	255.782500	14.091944	4.98	200.000
2195	255.793333	14.511111	6.52	34.483
2196	254.760833	69.186389	6.40	58.824
2197	255.875833	35.414167	6.69	100.000
2198	256.320417	0.702500	6.01	21.739
2199	256.344583	12.740833	4.91	45.455
2200	255.563750	64.600556	6.10	62.500
2201	256.575417	22.084167	5.56	90.909
2202	257.056667	-0.920556	6.06	125.000
2203	256.332500	54.470278	5.83	21.739
2204	256.332083	54.470278	5.80	21.739
2205	257.676250	-43.442500	5.08	58.824
2206	257.450000	-9.476667	5.56	71.429
2207	257.008333	35.935278	5.39	66.667
2208	257.594583	-14.275278	2.43	19.231
2209	258.038333	-42.760833	3.33	15.873
2210	257.388750	40.777222	5.08	52.632
2211	257.196667	65.714722	3.17	43.478
2212	258.899583	-37.406111	5.96	23.810
2213	258.837500	-25.397222	5.11	5.319
2214	258.836667	-25.398611	5.07	5.319
2215	259.089583	-34.250556	6.12	43.478
2216	258.662083	14.390278	3.48	500.000
2217	258.663333	14.390000	5.39	500.000
2218	258.757917	24.839167	3.14	22.727
2219	259.132083	1.210556	5.88	500.000
2220	259.152917	0.445278	4.73	100.000
2221	259.763333	-45.366111	5.48	7.634
2222	260.497500	-66.229444	4.78	71.429
2223	258.761667	36.809167	3.16	40.000
2224	258.135833	62.874444	5.56	71.429
2225	259.502917	-23.713056	5.20	76.923
2226	259.502083	-23.715833	6.80	76.923
2227	259.738333	-33.010278	5.91	7.092
2228	259.331250	33.100000	4.82	111.111
2229	259.654167	10.864444	5.03	500.000
2230	259.972083	-16.243611	6.02	83.333
2231	259.417917	37.291667	4.65	55.556
2232	259.997917	-4.082778	6.32	58.824
2233	259.702083	28.823056	5.65	62.500
2234	260.250833	-20.887222	4.39	16.393
2235	260.207083	-11.153056	4.33	35.714
2236	259.122500	60.670556	6.32	333.333
2237	260.078750	18.057222	5.00	166.667
2238	260.040833	25.537500	5.38	90.909
2239	260.225833	24.499444	5.12	100.000
2240	260.165000	32.467778	5.39	14.493
2241	260.840000	-27.856944	5.35	35.714
2242	261.325000	-54.470000	2.85	29.412
2243	260.140000	48.188333	6.43	142.857
2244	261.500000	-49.366389	5.23	33.333
2245	260.431667	39.974444	5.51	47.619
2246	261.175000	-20.558333	5.85	76.923
2247	261.714583	-44.156389	5.29	111.111
2248	260.919583	37.146667	5.47	500.000
2249	260.920833	37.145833	4.52	500.000
2250	261.592500	-23.824722	4.17	22.222
2251	261.009167	38.582778	6.49	1000.000
2252	261.838750	-28.133056	4.29	47.619
2253	261.657917	-4.913333	4.54	31.250
2254	261.628750	4.140278	4.34	125.000
2255	262.207083	0.330556	5.44	83.333
2256	261.684167	48.260000	5.85	71.429
2257	262.960417	-48.123889	2.95	142.857
2258	262.447500	-4.080278	6.37	125.000
2259	262.599167	-0.937500	5.31	18.519
2260	261.250833	67.306389	6.43	12.821
2261	262.854167	-22.037222	4.81	25.000
2262	262.684583	26.110556	4.41	62.500
2263	262.608333	52.301389	2.79	76.923
2264	263.915000	-45.494444	4.59	71.429
2265	263.004583	34.270833	6.56	18.182
2266	263.345000	19.256667	5.64	31.250
2267	263.414167	16.317500	5.69	33.333
2268	264.136667	-37.364722	4.29	55.556
2269	264.523333	-53.499722	5.25	17.544
2270	263.280417	41.243611	5.74	66.667
2271	264.330000	-41.002222	1.87	37.037
2272	263.044167	55.184167	4.88	28.571
2273	263.066667	55.173056	4.87	28.571
2274	263.733750	12.560000	2.08	14.925
2275	264.396667	-14.601389	3.54	33.333
2276	266.082083	-71.779167	6.49	31.250
2277	262.991250	68.135000	5.05	50.000
2278	265.098333	-48.584444	4.77	22.727
2279	263.747917	61.875000	5.23	14.493
2280	264.156667	48.585556	5.37	58.824
2281	265.353750	-11.124722	4.26	166.667
2282	266.433333	-63.276111	3.62	40.000
2283	266.036250	-50.165833	5.15	12.987
2284	264.866250	46.006389	3.80	200.000
2285	265.272917	24.513333	6.36	500.000
2286	265.494583	15.951944	5.52	27.778
2287	265.857500	-20.316667	4.87	16.667
2288	264.237917	68.758056	4.80	22.222
2289	264.165417	69.570833	6.42	55.556
2290	265.618333	24.564167	5.52	50.000
2291	265.868333	4.567222	2.77	30.303
2292	264.286667	72.455833	5.86	111.111
2293	265.840000	24.327778	5.71	166.667
2294	266.780417	-37.888333	6.43	111.111
2295	266.896250	-39.873056	3.03	52.632
2296	266.890000	-26.169167	4.54	28.571
2297	266.614583	27.720556	3.42	9.259
2298	266.783333	17.697222	5.72	250.000
2299	266.973333	2.707222	3.75	25.641
2300	267.464583	-36.956667	3.21	25.000
2301	267.546667	-39.909444	4.81	1000.000
2302	265.484583	72.148889	4.58	18.519
2303	265.491667	72.156944	5.79	18.519
2304	267.205000	25.622778	5.12	62.500
2305	268.219583	-40.003333	6.20	37.037
2306	267.267917	50.781111	5.02	500.000
2307	268.331667	-33.269444	6.17	200.000
2308	268.347083	-33.104722	5.60	333.333
2309	268.161667	-5.856389	6.21	166.667
2310	267.993750	15.325833	6.46	250.000
2311	268.309167	6.101389	5.77	26.316
2312	268.019583	39.982222	6.04	66.667
2313	269.197500	-43.657778	4.86	58.824
2314	268.559167	11.130556	6.38	142.857
2315	268.325417	40.008056	5.16	71.429
2316	269.448750	-40.283889	4.88	200.000
2317	268.855000	26.050000	5.46	250.000
2318	268.382083	56.872778	3.75	28.571
2319	269.267917	0.066389	5.97	250.000
2320	269.771667	-29.746944	5.16	83.333
2321	269.772917	-29.746667	7.04	83.333
2322	269.063333	37.250556	3.86	500.000
2323	269.756667	-8.226389	3.34	47.619
2324	269.948333	-22.183889	4.76	100.000
2325	267.362500	76.962778	5.04	31.250
2326	269.441250	29.247778	3.70	47.619
2327	269.151667	51.488889	2.23	40.000
2328	269.625833	30.189444	4.41	142.857
2329	270.120833	-2.309722	4.62	20.833
2330	270.014167	16.750833	4.67	250.000
2331	270.161250	2.931667	3.97	500.000
2332	270.438333	1.305278	4.45	47.619
2333	270.712917	-23.717778	5.34	142.857
2334	269.984167	45.501389	5.67	38.462
2335	272.815417	-74.108611	5.86	62.500
2336	270.770833	-7.819722	5.94	17.241
2337	270.770417	-7.819444	5.24	17.241
2338	268.610833	75.170833	6.36	52.632
2339	270.596250	20.833611	5.28	250.000
2340	272.145000	-62.331667	4.35	27.778
2341	271.452083	-29.575833	2.99	40.000
2342	271.598750	-35.980278	5.95	16.949
2343	271.707500	-42.575278	5.77	47.619
2344	271.707500	-42.575278	5.77	47.619
2345	273.143750	-72.328333	5.85	32.258
2346	271.363750	2.499444	4.03	4.975
2347	271.430417	12.003889	7.04	111.111
2348	272.608750	-61.997778	5.49	18.868
2349	271.507917	22.218889	5.06	71.429
2350	272.020833	-27.542778	4.57	43.478
2351	271.826667	8.733889	4.64	47.619
2352	271.837500	9.563889	3.73	21.277
2353	271.756250	30.561944	5.04	16.667
2354	271.885833	28.762500	3.83	200.000
2355	272.523750	-29.271389	5.53	250.000
2356	271.956250	26.101389	5.86	83.333
2357	271.956250	26.097500	5.90	83.333
2358	272.807500	-44.045556	4.53	43.478
2359	272.189583	20.814444	4.36	100.000
2360	263.053750	86.586389	4.36	250.000
2361	271.870000	43.461667	5.00	83.333
2362	271.776250	49.710556	6.32	125.000
2363	272.009167	36.401389	5.48	111.111
2364	272.220417	20.045278	5.10	66.667
2365	272.390833	3.993333	5.73	33.333
2366	272.475000	3.119722	5.69	24.390
2367	272.811667	-18.157778	6.36	125.000
2368	272.930833	-22.298889	4.98	71.429
2369	272.536250	16.476667	6.09	250.000
2370	272.406250	38.457500	6.40	10.870
2371	270.014167	80.000833	6.04	40.000
2372	270.038333	80.004167	5.68	40.000
2373	273.440833	-20.941111	3.86	83.333
2374	272.975833	31.405278	4.97	142.857
2375	272.631667	54.286667	5.95	52.632
2376	274.917500	-62.113056	6.18	58.824
2377	273.683333	29.207222	6.56	71.429
2378	274.406667	-35.238333	3.11	22.222
2379	274.221250	-2.992778	6.00	200.000
2380	274.513333	-26.957500	4.65	30.303
2381	273.885833	45.209444	6.29	22.727
2382	274.680417	-17.380556	6.84	50.000
2383	273.474167	64.397222	5.03	21.277
2384	274.278333	40.936667	6.11	100.000
2385	275.806667	-60.506111	4.36	62.500
2386	275.248750	-28.171944	2.70	21.277
2387	274.794583	24.446111	5.27	500.000
2388	275.577500	-37.343056	5.10	90.909
2389	275.346250	-17.140000	5.75	166.667
2390	273.820833	68.755833	5.95	500.000
2391	275.217083	3.377222	4.86	52.632
2392	275.074583	21.961389	4.95	62.500
2393	275.327500	-1.101111	3.26	17.241
2394	274.965417	36.064444	4.33	90.909
2395	275.237917	29.858889	5.63	76.923
2396	275.254167	28.870000	5.12	47.619
2397	276.042917	-33.615278	1.85	43.478
2398	274.983750	51.347778	6.30	27.027
2399	275.914583	-7.065833	4.68	66.667
2400	275.704167	17.826667	5.25	43.478
2401	276.724583	-47.883056	5.46	38.462
2402	275.924583	21.769722	3.84	40.000
2403	276.337500	-19.458333	4.81	76.923
2404	276.237500	-0.420556	6.15	90.909
2405	276.057500	39.507222	5.12	250.000
2406	276.243750	27.395278	6.27	250.000
2407	277.207917	-48.929167	4.13	37.037
2408	276.932500	-25.365278	6.31	111.111
2409	276.992500	-24.578333	2.81	18.868
2410	276.802083	0.196111	5.21	62.500
2411	275.189583	71.337778	4.22	83.333
2412	275.977083	58.800556	4.98	28.571
2413	275.264167	72.732778	3.57	8.333
2414	277.299583	-13.434167	4.70	40.000
2415	277.549583	-17.271111	5.66	90.909
2416	277.420833	-0.014722	5.39	76.923
2417	277.770000	-31.010833	5.34	43.478
2418	278.089167	-38.296111	5.16	45.455
2419	277.859583	-17.597222	5.14	58.824
2420	276.496250	65.563611	4.82	47.619
2421	277.673333	20.815278	6.50	34.483
2422	278.375833	-41.687500	4.64	1000.000
2423	278.207917	30.554167	5.48	111.111
2424	278.760000	-9.022778	5.14	83.333
2425	278.801667	-7.755833	3.85	62.500
2426	278.143750	57.045556	4.77	76.923
2427	278.876667	23.605556	5.61	166.667
2428	278.971667	16.975556	6.21	50.000
2429	280.758750	-70.571944	4.01	28.571
2430	278.486250	52.353611	5.36	250.000
2431	278.806250	34.457778	6.10	47.619
2432	279.115833	9.122500	5.39	30.303
2433	279.162917	6.671944	5.45	31.250
2434	279.895833	-42.813889	5.37	250.000
2435	279.155000	33.468889	5.42	142.857
2436	279.722500	-20.948056	5.86	13.889
2437	279.598750	-2.806389	6.49	37.037
2438	279.234583	38.783611	0.03	8.130
2439	279.587500	8.833889	6.40	90.909
2440	277.437083	77.546944	5.64	71.429
2441	281.362083	-63.128611	4.79	28.571
2442	279.055417	65.488611	6.06	111.111
2443	280.568333	-8.947500	4.72	40.000
2444	280.945417	-37.676389	5.13	41.667
2445	281.238333	-38.313611	5.43	83.333
2446	280.880417	-7.724722	4.90	62.500
2447	281.207917	2.060000	5.02	200.000
2448	280.965000	31.926667	5.70	38.462
2449	281.167500	23.589722	6.31	52.632
2450	281.368333	5.499722	5.83	166.667
2451	280.657917	55.539444	5.04	90.909
2452	281.935833	-39.593889	5.24	43.478
2453	281.085000	39.670000	5.06	47.619
2454	281.084583	39.671111	6.02	47.619
2455	281.095417	39.613056	5.14	47.619
2456	281.095417	39.612778	5.37	47.619
2457	281.193333	37.605000	4.36	32.258
2458	281.200833	37.594444	5.73	32.258
2459	281.618750	0.961667	5.90	111.111
2460	281.415417	20.546389	4.19	19.231
2461	281.793750	-3.252222	4.22	52.632
2462	281.518750	26.662222	4.83	43.478
2463	281.870833	-4.295000	5.20	1000.000
2464	281.755417	18.181389	4.36	31.250
2465	281.075833	61.048056	5.99	166.667
2466	282.417083	-19.675278	5.24	29.412
2467	283.165000	-51.892500	5.17	71.429
2468	283.112917	-45.404722	5.54	111.111
2469	282.690000	10.976389	6.55	200.000
2470	282.470417	32.550833	5.25	50.000
2471	282.520000	33.362778	3.45	500.000
2472	284.237500	-66.766389	4.44	100.000
2473	283.068333	21.425278	5.48	142.857
2474	283.542500	-21.255000	4.83	33.333
2475	281.444583	74.085556	5.27	50.000
2476	283.779583	-21.328611	4.99	23.810
2477	284.070417	-41.289444	5.36	100.000
2478	282.895833	52.975000	5.51	27.027
2479	281.592500	75.433889	5.35	125.000
2480	282.800417	59.388333	4.66	166.667
2481	284.651667	-59.799444	5.14	52.632
2482	283.687083	22.645000	4.59	76.923
2483	283.864583	6.615278	5.57	90.909
2484	283.306667	50.708333	4.92	41.667
2485	283.625833	36.898889	4.30	1000.000
2486	284.055000	4.203611	4.62	33.333
2487	284.060833	4.201944	4.98	33.333
2488	284.335417	-19.343611	5.08	166.667
2489	284.025833	18.105278	5.69	250.000
2490	284.265417	-4.153889	4.83	25.641
2491	284.432500	-20.893333	3.51	90.909
2492	284.680833	-36.892500	4.87	31.250
2493	283.696250	48.859722	5.77	58.824
2494	284.256667	32.901389	5.22	17.544
2495	284.561250	17.360833	5.38	142.857
2496	284.849167	-11.159444	5.53	166.667
2497	284.773750	13.622500	5.23	25.641
2498	284.187500	57.815000	5.66	55.556
2499	284.905833	15.068333	4.02	35.714
2500	284.735833	32.689444	3.24	47.619
2501	283.599583	71.297222	4.82	71.429
2502	284.939583	26.230556	5.27	500.000
2503	284.368333	58.225278	6.46	125.000
2504	284.106667	65.258056	5.63	500.000
2505	285.778750	-41.904722	4.75	32.258
2506	285.003750	32.145556	4.93	333.333
2507	285.420000	-4.261111	4.02	47.619
2508	285.652917	-28.119722	2.60	40.000
2509	283.388333	75.787500	6.22	250.000
2510	285.322500	26.291389	5.69	111.111
2511	286.582917	-51.659167	5.16	45.455
2512	285.360000	46.934722	5.01	27.778
2513	286.170833	-20.258333	3.77	22.727
2514	287.469583	-67.575278	5.33	33.333
2515	286.240000	-3.968611	5.42	500.000
2516	286.604583	-36.936667	4.93	18.519
2517	286.604583	-36.936667	4.99	18.519
2518	285.529167	52.261111	6.31	200.000
2519	286.718750	-36.189722	6.16	15.873
2520	286.735000	-26.329444	3.32	22.727
2521	286.352500	13.863333	2.99	22.222
2522	286.562083	-3.117500	3.44	31.250
2523	286.241250	31.744444	5.56	55.556
2524	287.087083	-39.503333	4.59	62.500
2525	286.744167	11.071389	5.09	62.500
2526	286.230000	53.396667	5.38	43.478
2527	286.657083	28.628611	5.55	40.000
2528	287.367917	-36.095556	4.11	27.778
2529	287.507083	-38.659167	4.11	62.500
2530	286.988750	16.853333	6.07	16.949
2531	286.856667	32.501667	5.23	58.824
2532	287.015000	21.698889	6.23	125.000
2533	287.440833	-20.976389	2.89	38.462
2534	287.450417	-18.196389	6.13	250.000
2535	287.249583	6.073333	5.22	31.250
2536	287.167500	16.851389	6.48	55.556
2537	287.268333	34.600556	6.74	40.000
2538	287.107500	52.425556	5.81	500.000
2539	288.665417	-44.806667	5.92	45.455
2540	288.143333	16.846389	6.73	142.857
2541	288.427917	2.293611	5.15	111.111
2542	289.090417	-44.533611	5.40	100.000
2543	288.888333	-23.820833	6.25	43.478
2544	288.885000	-24.743333	4.85	200.000
2545	288.019167	49.854167	6.75	22.727
2546	288.020833	49.856111	6.57	22.727
2547	287.918750	56.859167	5.12	83.333
2548	288.439583	39.146111	4.39	500.000
2549	289.129167	4.834722	5.59	62.500
2550	289.408750	-17.046944	4.96	166.667
2551	288.987500	27.455556	6.54	500.000
2552	289.054167	21.390278	4.77	58.824
2553	289.111667	14.544722	5.63	47.619
2554	288.480000	57.705000	4.99	40.000
2555	288.138750	67.661667	3.07	31.250
2556	287.290833	76.560556	5.13	20.408
2557	289.092083	38.133611	4.36	76.923
2558	289.454167	11.595278	5.28	71.429
2559	289.750417	-14.463611	6.06	24.390
2560	289.431667	23.025556	5.43	142.857
2561	289.635417	1.085278	5.10	333.333
2562	289.712083	0.339167	6.41	100.000
2563	289.214167	46.999167	6.00	55.556
2564	289.275833	53.368611	3.77	41.667
2565	290.712917	-53.576389	5.05	50.000
2566	289.913750	12.374722	5.53	250.000
2567	289.970833	11.535000	6.02	1000.000
2568	290.137083	-4.584167	5.01	33.333
2569	290.148750	0.892222	5.49	125.000
2570	290.418333	-16.152778	3.93	23.810
2571	289.657083	49.569722	6.31	333.333
2572	290.805000	-43.200278	4.29	33.333
2573	289.912083	37.330556	6.31	26.316
2574	288.887500	73.355556	4.45	66.667
2575	291.318750	-23.491389	5.03	28.571
2576	290.891667	33.222222	6.37	17.544
2577	290.167083	65.714722	4.59	50.000
2578	291.242500	11.944444	5.16	16.949
2579	291.374583	3.114722	3.36	13.889
2580	291.369167	19.798611	5.16	38.462
2581	291.357500	24.912778	6.19	37.037
2582	291.629583	0.338611	4.66	125.000
2583	291.600417	13.023889	5.74	31.250
2584	292.349583	-42.554167	5.71	76.923
2585	291.537917	36.317778	5.15	142.857
2586	292.467500	-25.014444	5.52	22.222
2587	292.339583	-6.956111	6.61	76.923
2588	292.176250	24.665000	4.44	71.429
2589	292.237500	24.768611	5.81	250.000
2590	292.665833	-1.211111	5.03	34.483
2591	292.680417	27.959722	3.08	58.824
2592	292.688750	27.965278	5.11	58.824
2593	292.695417	36.228611	6.25	200.000
2594	292.426250	51.729722	3.79	200.000
2595	293.804167	-47.900833	4.90	500.000
2596	293.522500	7.378889	4.45	22.222
2597	293.780417	-9.439722	5.12	142.857
2598	294.007083	-23.280833	5.65	55.556
2599	294.607917	-56.016667	6.18	66.667
2600	294.176667	-23.116389	4.60	500.000
2601	293.712083	29.463056	5.38	47.619
2602	294.263750	-17.768889	5.64	100.000
2603	293.671667	42.412778	5.35	1000.000
2604	294.180417	-0.713611	4.36	250.000
2605	293.582500	51.236667	5.73	27.027
2606	294.393333	-13.698333	5.47	21.277
2607	294.157083	20.332778	7.14	76.923
2608	294.447083	-3.352500	5.46	37.037
2609	293.090000	69.661111	4.68	5.650
2610	294.157917	44.695000	5.17	52.632
2611	294.110417	50.221111	4.48	17.857
2612	295.180833	-15.706667	6.20	27.027
2613	294.486250	49.284444	6.47	166.667
2614	294.844167	30.153333	4.69	142.857
2615	295.180417	0.621111	5.67	55.556
2616	294.860417	42.818333	5.40	52.632
2617	294.671667	54.973889	5.82	27.778
2618	295.262083	17.476111	4.37	90.909
2619	295.629583	-15.876111	5.06	25.000
2620	295.209167	45.525000	5.06	47.619
2621	295.889583	-14.530000	5.49	22.222
2622	295.641667	11.826667	5.27	166.667
2623	297.355417	-71.496667	5.41	30.303
2624	295.489583	40.253889	6.23	166.667
2625	295.054167	60.507222	6.51	38.462
2626	295.453750	50.525278	5.96	25.641
2627	295.466667	50.517500	6.20	25.641
2628	295.928750	25.771944	5.49	43.478
2629	295.982917	27.135556	6.28	125.000
2630	295.937500	41.773056	5.84	71.429
2631	296.590417	-18.238889	4.86	40.000
2632	296.069167	37.354444	4.89	47.619
2633	296.202917	29.264722	6.82	100.000
2634	296.416250	7.613333	5.91	37.037
2635	295.810833	58.016389	6.22	22.222
2636	296.565000	10.613333	2.72	62.500
2637	296.243750	45.130833	2.87	33.333
2638	296.415000	36.091111	6.43	55.556
